## 1
## 반면 한국을 이긴 일본은 2승1패를 기록했다 .
## 반면 <한국:ORG>을 이긴 <일본:ORG>은 <2승:NOH><1패:NOH>를 기록했다 .
반면	반면	NNG	O
챔프	챔프	NNG	O
군단	군단	NNG	O
'	'	SS	O
에	에	JKB	O
_	_	_	O
합류	합류하	VV	O
했	였	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 223
## 1타 차 단독선두로 먼저 경기를 마친 허인회는 허석호와 강욱순 등 추격자들이 18번홀에서 파에 그치자 눈물을 글썽이며 우승의 기쁨을 만끽했다 .
## <1타:NOH> 차 단독선두로 먼저 경기를 마친 <허인회:PER>는 <허석호:PER>와 <강욱:PER>순 등 추격자들이 <18번:NOH>홀에서 파에 그치자 눈물을 글썽이며 우승의 기쁨을 만끽했다 .
1	1	SN	B-NOH
타	타	NNG	I-NOH
_	_	_	O
차	차	NNB	O
_	_	_	O
단독	단독	NNG	O
선두	선두	NNG	O
로	로	JKB	O
_	_	_	O
먼저	먼저	MAG	O
_	_	_	O
경기	경기	NNG	O
를	를	JKO	O
_	_	_	O
마친	마치+ㄴ	VV+ETM	O
_	_	_	O
허인회	허인회	NNP	B-PER
는	는	JX	O
_	_	_	O
허석호	허석호	NNP	B-PER
와	와	JC	O
_	_	_	O
강욱순	강욱순	NNP	O
_	_	_	O
등	등	NNB	O
_	_	_	O
추격자	추격자	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
18	18	SN	B-NOH
번	번	NNB	I-NOH
홀	홀	NNG	O
에서	에서	JKB	O
_	_	_	O
파	파	NNG	O
에	에	JKB	O
_	_	_	O
그치	그치	VV	O
자	자	EC	O
_	_	_	O
눈물	눈물	NNG	O
을	을	JKO	O
_	_	_	O
글썽이	글썽이	VV	O
며	며	EC	O
_	_	_	O
우승	우승	NNG	O
의	의	JKG	O
_	_	_	O
기쁨	기쁨	NNG	O
을	을	JKO	O
_	_	_	O
만끽	만끽하	VV	O
했	였	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 224
## 상대는 '백전노장' 로코 미디에이트(미국)이다 .
## 상대는 '백전노장' <로코 미디에이트:PER>(<미국:ORG>)이다 .
상대	상대	NNG	O
는	는	JX	O
_	_	_	O
'	'	SS	O
백전노장	백전노장	NNG	O
'	'	SS	O
_	_	_	O
로코	로코	NNP	B-PER
_	_	_	I-PER
미디	미디	NNG	I-PER
에이트	에이트	NNG	I-PER
(	(	SS	O
미국	미국	NNP	B-ORG
)	)	SS	O
이	이	VCP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 225
## 우즈는 올 시즌 첫 더블보기를 기록한 1번홀에서 둘째날 1개의 버디를 솎아냈지만 1, 3, 4라운드에서 모조리 더블보기를 범해 '악몽의 홀'로 남게 됐다 .
## <우즈:PER>는 올 시즌 첫 더블보기를 기록한 <1번:NOH>홀에서 둘째날 <1개:NOH>의 버디를 솎아냈지만 <1:NOH>, <3:NOH>, <4:NOH>라운드에서 모조리 더블보기를 범해 '악몽의 홀'로 남게 됐다 .
우즈	우즈	NNP	B-PER
는	는	JX	O
_	_	_	O
올	올	NNG	O
_	_	_	O
시즌	시즌	NNG	O
_	_	_	O
첫	첫	MM	O
_	_	_	O
더블	더블	NNG	O
보기	보기	NNG	O
를	를	JKO	O
_	_	_	O
기록한	기록하+ㄴ	VV+ETM	O
_	_	_	O
1	1	SN	B-NOH
번	번	NNB	I-NOH
홀	홀	NNG	O
에서	에서	JKB	O
_	_	_	O
둘째	둘째	NR	O
날	날	NNG	O
_	_	_	O
1	1	SN	B-NOH
개	개	NNB	I-NOH
의	의	JKG	O
_	_	_	O
버디	버디	NNG	O
를	를	JKO	O
_	_	_	O
솎	솎	VV	O
아	아	EC	O
냈	내+었	VX+EP	O
지만	지만	EC	O
_	_	_	O
1	1	SN	B-NOH
,	,	SP	O
_	_	_	O
3	3	SN	B-NOH
,	,	SP	O
_	_	_	O
4	4	SN	B-NOH
라운드	라운드	NNG	O
에서	에서	JKB	O
_	_	_	O
모조리	모조리	MAG	O
_	_	_	O
더블	더블	NNG	O
보기	보기	NNG	O
를	를	JKO	O
_	_	_	O
범해	범하+여	VV+EC	O
_	_	_	O
'	'	SS	O
악몽	악몽	NNG	O
의	의	JKG	O
_	_	_	O
홀	홀	NNG	O
'	'	SS	O
로	로	JKB	O
_	_	_	O
남	남	VV	O
게	게	EC	O
_	_	_	O
됐	+었	+EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 226
## 우즈는 14번홀에서는 전략마저 좋지 않았다 .
## <우즈:PER>는 <14번:NOH>홀에서는 전략마저 좋지 않았다 .
우즈	우즈	NNP	B-PER
는	는	JX	O
_	_	_	O
14	14	SN	B-NOH
번	번	NNB	I-NOH
홀	홀	NNG	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
전략	전략	NNG	O
마저	마저	JX	O
_	_	_	O
좋	좋	VA	O
지	지	EC	O
_	_	_	O
않	않	VX	O
았	았	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 227
## 우즈의 포효와 함께 갤러리가 모두 일어서서 열광하는 순간이었다 .
## <우즈:PER>의 포효와 함께 갤러리가 모두 일어서서 열광하는 순간이었다 .
우즈	우즈	NNP	B-PER
의	의	JKG	O
_	_	_	O
포효	포효	NNG	O
와	와	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
갤러리	갤러리	NNG	O
가	가	JKS	O
_	_	_	O
모두	모두	MAG	O
_	_	_	O
일어서서	일어서+어서	VV+EC	O
_	_	_	O
열광하	열광하	VV	O
는	는	ETM	O
_	_	_	O
순간	순간	NNG	O
이	이	VCP	O
었	었	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 228
## ○…레저신문의 이종현 국장이 ‘시가 있는 골프’를 출간했다 .
## ○…<레저신문:POH>의 <이종현:PER> 국장이 ‘시가 있는 골프’를 출간했다 .
○	○	SW	O
…	…	SE	O
레저	레저	NNG	B-POH
신문	신문	NNG	I-POH
의	의	JKG	O
_	_	_	O
이종현	이종현	NNP	B-PER
_	_	_	O
국장	국장	NNG	O
이	이	JKS	O
_	_	_	O
‘	‘	SS	O
시	시	NNG	O
가	가	JKS	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
골프	골프	NNG	O
’	’	SS	O
를	를	JKO	O
_	_	_	O
출간	출간하	VV	O
했	였	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 229
## 가능하면 자외선이 가장 강한 오전 10시부터 오후 2시까지는 파운드를 피하는 게 좋다 .
## 가능하면 자외선이 가장 강한 <오전 10시부터 오후 2시:DUR>까지는 파운드를 피하는 게 좋다 .
가능하	가능하	VA	O
면	면	EC	O
_	_	_	O
자외선	자외선	NNG	O
이	이	JKS	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
강한	강하+ㄴ	VA+ETM	O
_	_	_	O
오전	오전	NNG	B-DUR
_	_	_	I-DUR
10	10	SN	I-DUR
시	시	NNB	I-DUR
부터	부터	JX	I-DUR
_	_	_	I-DUR
오후	오후	NNG	I-DUR
_	_	_	I-DUR
2	2	SN	I-DUR
시	시	NNB	I-DUR
까지	까지	JX	O
는	는	JX	O
_	_	_	O
파운드	파운드	NNB	O
를	를	JKO	O
_	_	_	O
피하	피하	VV	O
는	는	ETM	O
_	_	_	O
게	것+이	NNB+JKS	O
_	_	_	O
좋	좋	VA	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 230
## [골프] 이미나 실전레슨 '디못샷'
## [골프] <이미나:PER> 실전레슨 '디못샷'
[	[	SS	O
골프	골프	NNG	O
]	]	SS	O
_	_	_	O
이미나	이미나	NNP	B-PER
_	_	_	O
실전	실전	NNG	O
레슨	레슨	NNG	O
_	_	_	O
'	'	SS	O
디못샷	디못샷	NNG	O
'	'	SS	O

## 231
## 미국LPGA 프로- 주소창에 '스포츠'만 치시면 스포츠서울닷컴 기사가 한눈에 !
## <미국LPGA:POH> 프로- 주소창에 '스포츠'만 치시면 스포츠서울닷컴 기사가 한눈에 !
미국	미국	NNP	B-POH
LPGA	LPGA	SL	I-POH
_	_	_	O
프로	프로	NNG	O
-	-	SO	O
_	_	_	O
주소	주소	NNG	O
창	창	NNG	O
에	에	JKB	O
_	_	_	O
'	'	SS	O
스포츠	스포츠	NNG	O
'	'	SS	O
만	만	JX	O
_	_	_	O
치	치	VV	O
시	시	EP	O
면	면	EC	O
_	_	_	O
스포츠서울	스포츠서울	NNP	O
닷컴	닷컴	NNG	O
_	_	_	O
기사	기사	NNG	O
가	가	JKS	O
_	_	_	O
한눈	한눈	NNG	O
에	에	JKB	O
_	_	_	O
!	!	SF	O

## 232
## 대회가 열렸던 시카고주 쾰러시의 휘슬링 스트레이츠라는 골프장에는 약 1400여 개의 벙커가 있었다 .
## 대회가 열렸던 <시카고주:LOC> <쾰러시:LOC>의 <휘슬링 스트레이츠:LOC>라는 골프장에는 약 <1400여 개:NOH>의 벙커가 있었다 .
대회	대회	NNG	O
가	가	JKS	O
_	_	_	O
열	열리	VV	O
렸	었	EP	O
던	던	ETM	O
_	_	_	O
시카고주	시카고주	NNP	B-LOC
_	_	_	O
쾰러	쾰러	NNP	B-LOC
시	시	NNG	I-LOC
의	의	JKG	O
_	_	_	O
휘슬	휘슬	NNG	B-LOC
링	링	NNG	I-LOC
_	_	_	I-LOC
스트레이츠	스트레이츠+이	NNP+VCP	I-LOC
라는	라는	ETM	O
_	_	_	O
골프장	골프장	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
약	약	MM	O
_	_	_	O
1400	1400	SN	B-NOH
여	여	XSN	I-NOH
_	_	_	I-NOH
개	개	NNB	I-NOH
의	의	JKG	O
_	_	_	O
벙커	벙커	NNG	O
가	가	JKS	O
_	_	_	O
있	있	VA	O
었	었	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 233
## ’ 클럽하우스에서 TV로 중계를 지켜보던 미디에이트는 우즈의 버디 퍼트가 들어가자 얼떨떨한 표정으로 일그러진 속마음을 감춰야 했다 .
## ’ 클럽하우스에서 TV로 중계를 지켜보던 <미디에이트:PER>는 <우즈:PER>의 버디 퍼트가 들어가자 얼떨떨한 표정으로 일그러진 속마음을 감춰야 했다 .
’	’	SS	O
_	_	_	O
클럽	클럽	NNG	O
하우스	하우스	NNG	O
에서	에서	JKB	O
_	_	_	O
TV	TV	SL	O
로	로	JKB	O
_	_	_	O
중계	중계	NNG	O
를	를	JKO	O
_	_	_	O
지켜보	지켜보	VV	O
던	던	ETM	O
_	_	_	O
미디	미디	NNG	B-PER
에이트	에이트	NNG	I-PER
는	는	JX	O
_	_	_	O
우즈	우즈	NNP	B-PER
의	의	JKG	O
_	_	_	O
버디	버디	NNG	O
_	_	_	O
퍼트	퍼트	NNG	O
가	가	JKS	O
_	_	_	O
들어가	들어가	VV	O
자	자	EC	O
_	_	_	O
얼떨떨한	얼떨떨하+ㄴ	VA+ETM	O
_	_	_	O
표정	표정	NNG	O
으로	으로	JKB	O
_	_	_	O
일그러진	일그러지+ㄴ	VV+ETM	O
_	_	_	O
속마음	속마음	NNG	O
을	을	JKO	O
_	_	_	O
감춰야	감추+어야	VV+EC	O
_	_	_	O
했	+였	+EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 234
## 웨스트우드는 18번홀에서 6m 거리의 버디 기회를 만들며 연장 진출을 시도했으나 버디퍼트가 홀로 떨어지지 않았다 .
## <웨스트우드:PER>는 <18번:NOH>홀에서 <6m:NOH> 거리의 버디 기회를 만들며 연장 진출을 시도했으나 버디퍼트가 홀로 떨어지지 않았다 .
웨스트우드	웨스트우드	NNP	B-PER
는	는	JX	O
_	_	_	O
18	18	SN	B-NOH
번	번	NNB	I-NOH
홀	홀	NNG	O
에서	에서	JKB	O
_	_	_	O
6	6	SN	B-NOH
m	m	SL	I-NOH
_	_	_	O
거리	거리	NNG	O
의	의	JKG	O
_	_	_	O
버디	버디	NNG	O
_	_	_	O
기회	기회	NNG	O
를	를	JKO	O
_	_	_	O
만들	만들	VV	O
며	며	EC	O
_	_	_	O
연장	연장	NNG	O
_	_	_	O
진출	진출	NNG	O
을	을	JKO	O
_	_	_	O
시도	시도하	VV	O
했	였	EP	O
으나	으나	EC	O
_	_	_	O
버디	버디	NNG	O
퍼트	퍼트	NNG	O
가	가	JKS	O
_	_	_	O
홀로	홀로	MAG	O
_	_	_	O
떨어지	떨어지	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
았	았	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 235
## 한국 리듬체조에서는 유일하게 2008년 베이징올림픽 출전권을 딴 신수지는 지난 13~15일 세계적인 체조스타 나디아 코마네치(미국)가 총연출한 현대캐피탈 인비테이셔널 Ⅱ 세계체조 갈라쇼에 출연했다 .
## <한국:ORG> 리듬체조에서는 유일하게 <2008년:DAT> <베이징올림픽:POH> 출전권을 딴 <신수지:PER>는 지난 <13~15일:DUR> 세계적인 체조스타 <나디아 코마네치:PER>(<미국:ORG>)가 총연출한 <현대캐피탈 인비테이셔널 Ⅱ 세계체조 갈라쇼:POH>에 출연했다 .
한국	한국	NNP	B-ORG
_	_	_	O
리듬	리듬	NNG	O
체조	체조	NNG	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
유일하	유일하	VA	O
게	게	EC	O
_	_	_	O
2008	2008	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
베이징	베이징	NNP	B-POH
올림픽	올림픽	NNG	I-POH
_	_	_	O
출전권	출전권	NNG	O
을	을	JKO	O
_	_	_	O
딴	따+ㄴ	VV+ETM	O
_	_	_	O
신수지	신수지	NNP	B-PER
는	는	JX	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
13	13	SN	B-DUR
~	~	SO	I-DUR
15	15	SN	I-DUR
일	일	NNB	I-DUR
_	_	_	O
세계적	세계적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
체조	체조	NNG	O
스타	스타	NNG	O
_	_	_	O
나디아	나디아	NNP	B-PER
_	_	_	I-PER
코마네	코마네+하	NNG+XSV	I-PER
치	지	EF	I-PER
(	(	SS	O
미국	미국	NNP	B-ORG
)	)	SS	O
가	가	JKS	O
_	_	_	O
총	총	XPN	O
연출	연출	NNG	O
한	한	NNP	O
_	_	_	O
현대캐피탈	현대캐피탈	NNP	B-POH
_	_	_	I-POH
인비테이셔널	인비테이셔널	NNG	I-POH
_	_	_	I-POH
Ⅱ	Ⅱ	SW	I-POH
_	_	_	I-POH
세계	세계	NNG	I-POH
체조	체조	NNG	I-POH
_	_	_	I-POH
갈라	갈라	NNG	I-POH
쇼	쇼	NNG	I-POH
에	에	JKB	O
_	_	_	O
출연	출연하	VV	O
했	였	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 236
## 1차전에서는 1만 3458명으로 공식집계된 쿠바 관중의 응원이 홈팀 승리를 톡톡히 도왔다 .
## <1차:NOH>전에서는 <1만 3458명:NOH>으로 공식집계된 <쿠바:LOC> 관중의 응원이 홈팀 승리를 톡톡히 도왔다 .
1	1	SN	B-NOH
차	차	NNB	I-NOH
전	전	XSN	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
1	1	SN	B-NOH
만	만	NR	I-NOH
_	_	_	I-NOH
3458	3458	SN	I-NOH
명	명	NNB	I-NOH
으로	으로	JKB	O
_	_	_	O
공식	공식	NNG	O
집계	집계	NNG	O
된	되+ㄴ	XSV+ETM	O
_	_	_	O
쿠바	쿠바	NNP	B-LOC
_	_	_	O
관중	관중	NNG	O
의	의	JKG	O
_	_	_	O
응원	응원	NNG	O
이	이	JKS	O
_	_	_	O
홈팀	홈팀	NNG	O
_	_	_	O
승리	승리	NNG	O
를	를	JKO	O
_	_	_	O
톡톡히	톡톡히	MAG	O
_	_	_	O
도	돕	VV	O
왔	았	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 237
## 레이커스는 16일(이하 한국시간) 홈구장 스테이플스센터에서 열린 2007-08 미국프로농구(NBA) 파이널 5차전에서 접전 끝에 103-98로 승리했다 .
## <레이커스:ORG>는 <16일:DAT>(이하 <한국:LOC>시간) 홈구장 <스테이플스센터:LOC>에서 열린 <2007-08:DUR> <미국프로농구:POH>(<NBA:POH>) 파이널 <5차:NOH>전에서 접전 끝에 <103-98:NOH>로 승리했다 .
레이커스	레이커스	NNP	B-ORG
는	는	JX	O
_	_	_	O
16	16	SN	B-DAT
일	일	NNB	I-DAT
(	(	SS	O
이하	이하	NNG	O
_	_	_	O
한국	한국	NNP	B-LOC
시간	시간	NNG	O
)	)	SS	O
_	_	_	O
홈구장	홈구장	NNG	O
_	_	_	O
스테이플스센터	스테이플스센터	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
열린	열리+ㄴ	VV+ETM	O
_	_	_	O
2007	2007	SN	B-DUR
-	-	SO	I-DUR
08	08	SN	I-DUR
_	_	_	O
미국	미국	NNP	B-POH
프로	프로	NNG	I-POH
농구	농구	NNG	I-POH
(	(	SS	O
NBA	NBA	SL	B-POH
)	)	SS	O
_	_	_	O
파이널	파이널	NNG	O
_	_	_	O
5	5	SN	B-NOH
차	차	NNB	I-NOH
전	전	XSN	O
에서	에서	JKB	O
_	_	_	O
접전	접전	NNG	O
_	_	_	O
끝	끝	NNG	O
에	에	JKB	O
_	_	_	O
103	103	SN	B-NOH
-	-	SO	I-NOH
98	98	SN	I-NOH
로	로	JKB	O
_	_	_	O
승리	승리하	VV	O
했	였	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 238
## 가솔은 19점 12리바운드 6어시스트로 골밑을 굳게 지켰고 오덤 역시 적극적인 공격을 펼쳐 20점 11리바운드를 보탰다 .
## 가솔은 <19점:NOH> <12리바운드:NOH> <6어시스트:NOH>로 골밑을 굳게 지켰고 <오덤:PER> 역시 적극적인 공격을 펼쳐 <20점:NOH> <11리바운드:NOH>를 보탰다 .
가솔	가솔	NNG	O
은	은	JX	O
_	_	_	O
19	19	SN	B-NOH
점	점	NNB	I-NOH
_	_	_	O
12	12	SN	B-NOH
리바운드	리바운드	NNG	I-NOH
_	_	_	O
6	6	SN	B-NOH
어시스트	어시스트	NNG	I-NOH
로	로	JKB	O
_	_	_	O
골	골	NNG	O
밑	밑	NNG	O
을	을	JKO	O
_	_	_	O
굳	굳	VA	O
게	게	EC	O
_	_	_	O
지	지키	VV	O
켰	었	EP	O
고	고	EC	O
_	_	_	O
오덤	오덤	NNP	B-PER
_	_	_	O
역시	역시	MAG	O
_	_	_	O
적극적	적극적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
공격	공격	NNG	O
을	을	JKO	O
_	_	_	O
펼쳐	펼치+어	VV+EC	O
_	_	_	O
20	20	SN	B-NOH
점	점	NNB	I-NOH
_	_	_	O
11	11	SN	B-NOH
리바운드	리바운드	NNG	I-NOH
를	를	JKO	O
_	_	_	O
보탰	보태+었	VV+EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 239
## 보스턴은 3쿼터 초반 레이 앨런의 3점슛과 피어스의 자유투로 58-57 전세를 뒤집었다 .
## <보스턴:ORG>은 <3쿼터:NOH> 초반 <레이 앨런:PER>의 <3점:NOH>슛과 <피어스:PER>의 자유투로 <58-57:NOH> 전세를 뒤집었다 .
보스턴	보스턴	NNP	B-ORG
은	은	JX	O
_	_	_	O
3	3	SN	B-NOH
쿼터	쿼터	NNB	I-NOH
_	_	_	O
초반	초반	NNG	O
_	_	_	O
레이	레이	NNP	B-PER
_	_	_	I-PER
앨런	앨런	NNP	I-PER
의	의	JKG	O
_	_	_	O
3	3	SN	B-NOH
점	점	NNB	I-NOH
슛	슛	NNG	O
과	과	JC	O
_	_	_	O
피어스	피어스	NNP	B-PER
의	의	JKG	O
_	_	_	O
자유투	자유투	NNG	O
로	로	JKB	O
_	_	_	O
58	58	SN	B-NOH
-	-	SO	I-NOH
57	57	SN	I-NOH
_	_	_	O
전세	전세	NNG	O
를	를	JKO	O
_	_	_	O
뒤집	뒤집	VV	O
었	었	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 240
## 보스턴은 베테랑 샘 카셀의 활약으로 분위기를 반전시켰다 .
## <보스턴:ORG>은 베테랑 <샘 카셀:PER>의 활약으로 분위기를 반전시켰다 .
보스턴	보스턴	NNP	B-ORG
은	은	JX	O
_	_	_	O
베테랑	베테랑	NNG	O
_	_	_	O
샘	샘	NNG	B-PER
_	_	_	I-PER
카셀	카셀	NNP	I-PER
의	의	JKG	O
_	_	_	O
활약	활약	NNG	O
으로	으로	JKB	O
_	_	_	O
분위기	분위기	NNG	O
를	를	JKO	O
_	_	_	O
반전	반전	NNG	O
시	시키	XSV	O
켰	었	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 241
## 피어스는 38점 8어시스트 6리바운드로 활약했으나 팀 패배로 빛이 바랬다 .
## <피어스:PER>는 <38점:NOH> <8어시스트:NOH> <6리바운드:NOH>로 활약했으나 팀 패배로 빛이 바랬다 .
피어스	피어스	NNP	B-PER
는	는	JX	O
_	_	_	O
38	38	SN	B-NOH
점	점	NNB	I-NOH
_	_	_	O
8	8	SN	B-NOH
어시스트	어시스트	NNG	I-NOH
_	_	_	O
6	6	SN	B-NOH
리바운드	리바운드	NNG	I-NOH
로	로	JKB	O
_	_	_	O
활약	활약하	VV	O
했	였	EP	O
으나	으나	EC	O
_	_	_	O
팀	팀	NNG	O
_	_	_	O
패배	패배	NNG	O
로	로	JKB	O
_	_	_	O
빛	빛	NNG	O
이	이	JKS	O
_	_	_	O
바랬	바래+었	VV+EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 242
## 만약 보스턴이 2차전 역전패를 당했거나 레이커스가 4차전 승리를 지켜냈다면 시리즈 양상은 지금과는 달라졌을 것이다 .
## 만약 <보스턴:ORG>이 <2차:NOH>전 역전패를 당했거나 <레이커스:ORG>가 <4차:NOH>전 승리를 지켜냈다면 시리즈 양상은 지금과는 달라졌을 것이다 .
만약	만약	NNG	O
_	_	_	O
보스턴	보스턴	NNP	B-ORG
이	이	JKS	O
_	_	_	O
2	2	SN	B-NOH
차	차	NNB	I-NOH
전	전	XSN	O
_	_	_	O
역전패	역전패	NNG	O
를	를	JKO	O
_	_	_	O
당	당하	VV	O
했	였	EP	O
거나	거나	EC	O
_	_	_	O
레이커스	레이커스	NNP	B-ORG
가	가	JKS	O
_	_	_	O
4	4	SN	B-NOH
차	차	NNB	I-NOH
전	전	XSN	O
_	_	_	O
승리	승리	NNG	O
를	를	JKO	O
_	_	_	O
지켜	지키+어	VV+EC	O
냈	내+었	VX+EP	O
다면	다면	EC	O
_	_	_	O
시리즈	시리즈	NNG	O
_	_	_	O
양상	양상	NNG	O
은	은	JX	O
_	_	_	O
지금	지금	NNG	O
과	과	JKB	O
는	는	JX	O
_	_	_	O
달라	달라지	VV	O
졌	었	EP	O
을	을	ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 243
## 보스턴은 매번 후반에 전세를 뒤집었다 .
## <보스턴:ORG>은 매번 후반에 전세를 뒤집었다 .
보스턴	보스턴	NNP	B-ORG
은	은	JX	O
_	_	_	O
매번	매번	MAG	O
_	_	_	O
후반	후반	NNG	O
에	에	JKB	O
_	_	_	O
전세	전세	NNG	O
를	를	JKO	O
_	_	_	O
뒤집	뒤집	VV	O
었	었	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 244
## 레이존 론도, 폴 피어스, 켄드릭 퍼킨스 등 주전 3명이 부상으로 인해 정상 컨디션이 아니었다는 점을 감안하면 비교적 만족스러운 원정 성적표다 .
## <레이존 론도:PER>, <폴 피어스:PER>, <켄드릭 퍼킨스:PER> 등 주전 <3명:NOH>이 부상으로 인해 정상 컨디션이 아니었다는 점을 감안하면 비교적 만족스러운 원정 성적표다 .
레이존	레이존	NNG	B-PER
_	_	_	I-PER
론도	론도	NNG	I-PER
,	,	SP	O
_	_	_	O
폴	폴	NNP	B-PER
_	_	_	I-PER
피어스	피어스	NNP	I-PER
,	,	SP	O
_	_	_	O
켄드릭	켄드릭	NNP	B-PER
_	_	_	I-PER
퍼킨스	퍼킨스	NNP	I-PER
_	_	_	O
등	등	NNB	O
_	_	_	O
주전	주전	NNG	O
_	_	_	O
3	3	SN	B-NOH
명	명	NNB	I-NOH
이	이	JKS	O
_	_	_	O
부상	부상	NNG	O
으로	으로	JKB	O
_	_	_	O
인해	인하+여	VV+EC	O
_	_	_	O
정상	정상	NNG	O
_	_	_	O
컨디션	컨디션	NNG	O
이	이	JKC	O
_	_	_	O
아니	아니	VCN	O
었	었	EP	O
다는	다는	ETM	O
_	_	_	O
점	점	NNB	O
을	을	JKO	O
_	_	_	O
감안하	감안하	VV	O
면	면	EC	O
_	_	_	O
비교적	비교적	NNG	O
_	_	_	O
만족스러	만족스럽	VA	O
운	ㄴ	ETM	O
_	_	_	O
원정	원정	NNG	O
_	_	_	O
성적표	성적표+이	NNG+VCP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 245
## [NBA 파이널] 폴 피어스 "여전히 보스턴이 유리"
## [<NBA 파이널:POH>] <폴 피어스:PER> "여전히 <보스턴:ORG>이 유리"
[	[	SS	O
NBA	NBA	SL	B-POH
_	_	_	I-POH
파이널	파이널	NNG	I-POH
]	]	SS	O
_	_	_	O
폴	폴	NNP	B-PER
_	_	_	I-PER
피어스	피어스	NNP	I-PER
_	_	_	O
"	"	SS	O
여전히	여전히	MAG	O
_	_	_	O
보스턴	보스턴	NNP	B-ORG
이	이	JKS	O
_	_	_	O
유리	유리	NNG	O
"	"	SS	O

## 246
## 레이커스와의 파이널 홈 1,2차전에서도 승리한 바 있다 .
## <레이커스:ORG>와의 파이널 홈 <1:NOH>,<2차전:NOH>에서도 승리한 바 있다 .
레이커스	레이커스	NNP	B-ORG
와	와	JKB	O
의	의	JKG	O
_	_	_	O
파이널	파이널	NNG	O
_	_	_	O
홈	홈	NNG	O
_	_	_	O
1	1	SN	B-NOH
,	,	SP	O
2	2	SN	B-NOH
차	차	NNB	I-NOH
전	전	XSN	I-NOH
에서	에서	JKB	O
도	도	JX	O
_	_	_	O
승리한	승리하+ㄴ	VV+ETM	O
_	_	_	O
바	바	NNB	O
_	_	_	O
있	있	VA	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 247
## 피어스는 당시 장면에 대해 "내주지 말았어야 할 가로채기를 허용했다 .
## <피어스:PER>는 당시 장면에 대해 "내주지 말았어야 할 가로채기를 허용했다 .
피어스	피어스	NNP	B-PER
는	는	JX	O
_	_	_	O
당시	당시	NNG	O
_	_	_	O
장면	장면	NNG	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
"	"	SS	O
내주	내주	VV	O
지	지	EC	O
_	_	_	O
말	말	VX	O
았	았	EP	O
어야	어야	EC	O
_	_	_	O
할	하+ㄹ	VX+ETM	O
_	_	_	O
가로채	가로채	VV	O
기	기	ETN	O
를	를	JKO	O
_	_	_	O
허용	허용하	VV	O
했	였	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 248
## 하지만 보스턴의 대반격이 이뤄진 2-3쿼터에서는 단 3점에 그쳤다 .
## 하지만 <보스턴:ORG>의 대반격이 이뤄진 <2-3쿼터:DUR>에서는 단 <3점:NOH>에 그쳤다 .
하지만	하지만	MAJ	O
_	_	_	O
보스턴	보스턴	NNP	B-ORG
의	의	JKG	O
_	_	_	O
대	대	XPN	O
반격	반격	NNG	O
이	이	JKS	O
_	_	_	O
이뤄진	이루어지+ㄴ	VV+ETM	O
_	_	_	O
2	2	SN	B-DUR
-	-	SO	I-DUR
